OTU	Adenoma1.2065.S1.L001	Adenoma10.2757.S10.L001	Adenoma11.2775.S11.L001	Adenoma12.2799.S12.L001	Adenoma13.2803.S13.L001	Adenoma14.2817.S14.L001	Adenoma15.2847.S15.L001	Adenoma16.2873.S16.L001	Adenoma17.2937.S17.L001	Adenoma18.2967.S18.L001	Adenoma19.2971.S19.L001	Adenoma2.2113.S2.L001	Adenoma20.2995.S20.L001	Adenoma21.3129.S21.L001	Adenoma22.3133.S22.L001	Adenoma23.3141.S23.L001	Adenoma24.3217.S24.L001	Adenoma25.3273.S25.L001	Adenoma26.3373.S26.L001	Adenoma27.3379.S27.L001	Adenoma28.3391.S28.L001	Adenoma29.3399.S29.L001	Adenoma3.2123.S3.L001	Adenoma30.3509.S30.L001	Adenoma4.2143.S4.L001	Adenoma5.2243.S5.L001	Adenoma6.2453.S6.L001	Adenoma7.2475.S7.L001	Adenoma8.2555.S8.L001	Adenoma9.2717.S9.L001	Cancer1.2355.S61.L001	Cancer10.2567.S70.L001	Cancer11.2573.S71.L001	Cancer12.2575.S72.L001	Cancer13.2579.S73.L001	Cancer14.2611.S74.L001	Cancer15.2613.S75.L001	Cancer16.2619.S76.L001	Cancer17.2625.S77.L001	Cancer18.2629.S78.L001	Cancer19.2633.S79.L001	Cancer2.2455.S62.L001	Cancer20.2667.S80.L001	Cancer21.2671.S81.L001	Cancer22.2703.S82.L001	Cancer23.2705.S83.L001	Cancer24.2727.S84.L001	Cancer25.2735.S85.L001	Cancer26.2763.S86.L001	Cancer27.2771.S87.L001	Cancer28.2777.S88.L001	Cancer29.2801.S89.L001	Cancer3.2513.S63.L001	Cancer30.2863.S90.L001	Cancer4.2521.S64.L001	Cancer5.2523.S65.L001	Cancer6.2535.S66.L001	Cancer7.2537.S67.L001	Cancer8.2543.S68.L001	Cancer9.2547.S69.L001	Healthy1.2027.S31.L001	Healthy10.3087.S40.L001	Healthy11.3123.S41.L001	Healthy12.3211.S42.L001	Healthy13.3241.S43.L001	Healthy14.3245.S44.L001	Healthy15.3247.S45.L001	Healthy16.3251.S46.L001	Healthy17.3257.S47.L001	Healthy18.3293.S48.L001	Healthy19.3339.S49.L001	Healthy2.2779.S32.L001	Healthy20.3341.S50.L001	Healthy21.3347.S51.L001	Healthy22.3363.S52.L001	Healthy23.3367.S53.L001	Healthy24.3403.S54.L001	Healthy25.3405.S55.L001	Healthy26.3407.S56.L001	Healthy27.3439.S57.L001	Healthy28.3499.S58.L001	Healthy29.3529.S59.L001	Healthy3.3021.S33.L001	Healthy30.3291.66.S60.L001	Healthy4.3023.S34.L001	Healthy5.3043.S35.L001	Healthy6.3061.S36.L001	Healthy7.3063.S37.L001	Healthy8.3073.S38.L001	Healthy9.3075.S39.L001
otu243	2	14	4	138	8	1	4	2	21	1	6	6	1	126	1	9	2	5	0	10	6	6	8	6	12	0	10	17	7	2	2	4	8	7	5	3	1	0	2	1	10	5	0	3	1	7	7	19	33	15	0	11	49	2	3	2	0	4	12	124	2	0	3	28	0	2	4	12	6	1	3	2	0	24	6	2	41	5	2	1	2	1	18	2	40	7	0	35	0	1
otu244	441	0	8	27	0	1	0	3	2	1	0	0	0	10	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	11	21	2	0	0	0	0	1	0	3	0	0	1	0	1
otu245	0	54	307	65	3	0	4	6	170	197	1	0	72	0	0	18	5	11	2	22	124	321	4	200	137	14	832	21	37	4	11	0	266	14	26	0	33	636	5	380	226	37	0	1	38	1520	3	656	240	101	33	284	3	373	19	43	14	394	71	6	1	20	85	158	4	0	0	792	6	0	4	12	0	0	12	1	68	86	138	8	0	13	31	0	6	43	1443	86	71	21
otu246	0	0	0	0	41	33	0	0	0	0	27	28	0	70	56	28	13	67	44	0	19	0	19	1	4	44	0	0	19	69	42	156	1	0	5	21	26	0	0	9	0	12	170	1	31	0	13	0	0	1	0	0	1	122	52	0	3	0	0	0	0	13	0	0	10	0	1	0	303	132	27	0	43	0	0	118	7	0	9	6	0	29	0	58	3	5	0	0	0	0
otu247	1	0	19	0	0	0	0	0	0	0	0	0	0	0	17	0	0	2	10	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	45	0	0	0	0	0	0	5	1	0	9	0	0	0	0	0	0	0	0	0	0	0	378	0	5	0	0	0	0	2	0	0	0	0	5	6	0	0	0	25	30	0	6	0
otu248	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	8	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	3520	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu249	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3432	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
otu250	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3659	0	0	0	0	0	0	1	0	0	0	1	0	3	1	1	0	0	0
otu251	64	25	4	3	27	6	1	67	12	5	18	2	2	4	32	0	0	5	1	3	5	10	8	5	3	37	2	2	11	0	19	16	2	3	17	0	24	104	7	9	0	5	13	11	16	0	5	0	0	52	16	15	0	2	21	5	1	62	68	15	2	0	0	38	13	13	4	0	10	0	2	12	98	0	56	3	19	2	40	8	0	1	6	13	5	136	0	2	18	6
otu252	0	16	5	93	3	1	17	0	2	24	2	5	5	70	1	6	6	0	0	4	1	1	12	5	1	0	14	12	12	1	2	2	11	3	4	1	1	4	1	0	4	4	0	2	0	1	14	7	0	7	0	14	24	1	19	2	0	1	4	29	5	1	3	4	0	2	1	2	0	0	5	3	0	35	1	1	21	1	0	3	3	1	12	5	9	3	0	9	2	7
otu253	9	4	0	0	2	6	0	0	0	0	38	22	399	87	1	7	1	5	0	6	23	21	2	25	0	16	2	2	7	31	0	7	188	5	26	25	4	20	4	16	0	9	19	38	90	4	4	0	0	3	12	0	2	3	38	20	22	0	58	5	11	9	0	9	15	92	2	3	26	12	9	42	23	0	1	19	7	8	8	0	1	16	5	1	7	78	43	6	430	38
otu254	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	1	0	215	0	0	0	0	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	1	3	0	0	0	6	0	0	0	0
otu255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu256	24	12	11	0	7	10	50	8	17	126	12	3	28	32	10	148	197	13	15	88	28	43	31	0	16	24	167	62	35	8	17	2	121	1	26	29	72	128	46	8	0	36	33	82	456	1	17	99	34	158	74	1	28	19	118	48	0	10	39	18	20	87	15	36	139	16	11	3	23	11	51	12	4	22	14	15	61	24	32	2	4	0	23	81	2	14	12	20	69	8
otu257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	59	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	91	0	10	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu258	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	669	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu259	1	33	56	274	4	1	21	5	29	56	16	8	17	161	9	15	21	3	3	31	4	50	33	33	54	1	44	12	33	9	0	11	10	6	6	0	2	3	4	6	20	8	0	1	2	16	43	66	29	39	1	48	46	2	34	3	5	16	42	150	3	3	14	17	1	11	4	18	8	1	3	17	2	132	8	0	136	19	2	6	15	0	24	9	84	16	5	56	0	21
otu260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0
otu261	0	0	0	1	0	8	0	0	1	0	0	2	2	0	13	1	0	0	3	8	1	0	2	0	0	44	1	0	0	30	1	0	1	2	0	2	23	3	1	3	0	24	21	1	1	0	3	0	0	0	49	1	1	0	5	14	20	0	0	7	90	0	0	1	0	0	14	0	0	20	24	1	37	1	0	2	12	2	1	13	5	5	2	8	1	10	4	0	7	3
otu262	4	0	7	214	2091	2	0	300	0	0	0	3	0	3	0	112	2	0	0	1	1	0	0	1	0	802	4	0	1	875	3683	1	0	1	4601	0	1001	1	1	9	4	0	428	22	0	3	2	2	0	0	1	1	96	0	0	0	1	0	1	346	0	1561	1	0	0	0	0	0	0	0	0	1	0	1	1	1	835	1	0	3991	0	0	0	0	1	1	2054	7	0	1
otu263	0	9	0	0	73	25	23	27	105	1	3	11	36	48	0	9	0	0	5	18	0	0	0	7	1	2	26	2	266	3	0	24	7	11	15	0	2	10	3	24	0	25	1	0	52	0	1	0	0	28	3	11	0	0	28	0	1	0	0	6	2	4	0	6	0	58	6	0	10	7	1	1	3	0	9	5	0	3	3	0	16	0	0	0	1	16	8	0	25	6
otu264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu265	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	1	0	51	0	0	0	1	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
otu266	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	32	0	163	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	2	0	0	0	0	292	1	0	2	0	0	0	1	0	0	0	0	0	103	0	0	0	0	0	1	0	0	0	1	1	22	0	0	4	0	0	0	0	0	45	65	0	0	0	0	1	0	1	0	0	1	1	0	0
otu267	0	40	71	29	0	73	44	0	1	10	3	42	6	16	0	5	10	0	2	17	10	16	6	10	79	0	1	0	5	15	39	20	58	17	0	4	0	46	17	10	10	48	0	2	30	11	7	42	1	16	0	7	0	0	70	62	0	14	29	16	62	20	12	10	11	39	0	90	0	1	25	26	88	16	1	43	13	0	51	24	84	1	28	27	14	21	31	55	65	36
otu268	13	45	69	23	0	28	6	3	0	0	5	8	7	0	69	16	38	63	40	3	0	0	9	0	146	39	7	40	2	450	88	19	0	29	36	27	8	10	36	12	98	50	132	8	54	0	19	23	1	0	0	10	38	16	81	0	39	0	2	0	17	13	3	1	22	0	65	16	16	37	49	124	43	0	19	31	184	1	0	23	32	140	3	586	17	394	0	31	0	85
otu269	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	139	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
otu270	1	27	8	0	17	8	0	0	0	0	8	0	3	3	0	0	52	11	13	18	30	13	0	0	4	27	0	0	0	3	3	3	0	26	84	138	1	1	2	2	0	6	45	0	0	0	7	0	0	0	129	2	11	18	7	0	18	0	4	0	200	9	0	0	3	2	3	1	1	32	79	31	39	0	1	1	1	0	30	2	57	39	34	6	1	26	27	42	59	0
otu271	19	0	0	1	0	0	0	8	1	6	0	1	50	0	0	0	4	0	1	15	2	1	1	0	0	2	1	0	1	4	1	5	97	1	51	4	12	0	7	8	0	6	5	25	12	0	1	0	0	4	7	9	1	2	3	5	5	0	0	0	0	0	0	6	16	24	5	0	0	10	10	12	12	9	1	8	5	5	7	15	1	0	3	1	0	86	0	51	19	16
otu272	1717	181	10	1	220	1180	1251	250	2	11	1666	1566	3	28	370	607	26	546	196	3	124	0	339	140	4	95	1	712	420	116	499	559	8	820	542	213	158	4	408	81	3	1556	231	42	18	0	62	2	0	881	22	0	127	931	1	5	82	0	320	30	91	45	0	2	85	132	358	1	114	221	387	185	260	111	21	611	5	267	426	183	774	198	51	83	343	0	0	5	72	301
otu273	216	10	0	2	1	0	1	2	4	13	1	1	5	3	0	0	1	1	0	2	0	0	1	8	1	0	2	2	1	3	2	1	5	6	0	0	1	3	0	1	0	6	0	2	0	3	6	8	1	11	1657	28	16	0	1	1	0	3	18	18	0	0	0	0	0	0	0	0	0	0	2	0	1	35	1	0	132	4	0	0	0	1	2	1	12	2	0	10	0	2
otu274	9	0	1	50	0	1	4	4	2	0	0	0	1	2	0	1	54	1	5	77	0	0	0	0	0	8	14	6	6	0	1	0	0	0	1	9	0	1	0	3	1	2	10	4	1	2	3	0	0	0	0	0	0	0	8	2	0	13	0	0	18	1	0	0	0	3	0	0	1	0	9	0	0	0	1	1	0	1	0	0	1	16	0	19	1	5	1	0	1	2
otu275	236	658	2091	31	160	233	659	692	2167	502	113	498	836	325	135	334	244	54	100	26	382	908	1236	33	40	90	0	112	625	257	206	324	1967	961	186	32	498	67	553	241	93	128	167	35	160	1231	442	2919	211	1613	2	278	473	496	886	97	133	476	1841	154	189	78	356	161	1785	550	363	18	570	171	148	80	319	1545	23	242	11	41	263	349	73	280	1663	255	556	257	65	1798	139	386
otu276	68	271	120	40	34	82	78	38	34	30	0	93	250	1	4	34	185	25	25	106	23	74	120	64	302	18	123	171	13	30	124	3	16	14	51	27	0	134	16	67	158	52	33	4	109	0	58	19	0	81	68	6	128	55	84	4	22	71	24	14	103	29	141	12	13	1	56	0	2	30	30	5	40	43	4	15	53	40	169	36	37	55	137	35	2	106	24	75	41	10
otu277	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0
otu279	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	202	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0
otu280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
otu282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0
otu283	39	3	5	1	0	4	0	1	0	0	63	7	1	15	0	0	37	0	3	0	21	3	0	0	0	14	1	7	1	392	74	74	0	1	1	1	15	0	62	37	0	43	489	1	0	0	11	11	0	0	39	0	1	76	50	1	26	4	5	3	183	1	1	0	11	47	70	0	3	74	196	9	135	5	1	41	4	0	0	28	225	49	18	28	25	2	1	0	0	0
otu284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	158	0	0	3	5	4	0	0	0	0	0	1	0	0	0	0	0	0
otu285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	848	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
otu286	1	108	0	0	49	19	19	122	0	0	5	35	0	20	18	14	40	9	10	0	19	27	1	0	217	8	0	9	22	59	32	59	0	15	6	7	15	36	4	5	0	0	35	0	7	0	46	0	0	0	0	0	73	54	17	8	7	0	1	12	65	6	0	0	3	11	46	0	25	15	14	1	17	18	13	16	7	0	0	41	8	29	23	11	51	1	0	65	9	15
otu287	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	2	0	0	299	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
otu288	18	42	10	19	18	29	76	0	52	27	12	24	7	13	39	0	1	39	22	85	61	3	1	0	4	2	0	3	36	84	77	7	0	0	1	11	0	0	301	37	2	3	6	1	66	0	366	1	0	0	23	8	68	18	71	0	4	0	14	0	50	3	0	86	0	91	17	9	55	23	6	7	7	91	26	88	4	17	25	14	18	25	106	2	35	54	0	0	15	5
otu289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	9	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	23	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	80	14	0	0	0	12	20	0	0	0	27	0	0	0	0
otu290	0	0	0	1	0	109	0	0	0	0	0	0	0	0	0	1	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	2	0	0	1	0	0	0	0	0	588	0	0	0	1	0	374	0	0	0	326	0	110	0	0	0	0	24	575	556	231	712	0	0	0	0	0
otu291	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu292	0	27	0	0	0	0	0	24	0	20	0	30	0	0	0	0	0	35	39	0	20	0	0	0	0	10	0	0	0	12	23	0	0	0	0	0	0	0	0	0	0	0	7	0	245	1	54	0	0	0	0	0	13	0	0	27	0	0	0	0	0	0	0	16	0	0	0	0	0	0	11	0	123	0	0	0	15	36	0	0	0	258	0	8	1	0	0	0	0	0
otu293	7	2	0	0	29	29	0	1	2	2	11	4	0	3	30	1	3	19	11	0	17	0	20	0	0	18	0	0	50	65	8	23	0	0	17	2	11	0	42	0	0	14	92	1	0	0	10	0	0	40	0	2	12	124	21	8	21	0	0	4	0	49	1	0	0	53	7	1	62	38	5	0	10	17	9	0	14	0	37	71	0	7	0	27	0	8	119	0	0	12
otu294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu295	0	0	0	0	32	3	0	0	0	1	0	0	0	0	5	0	0	145	4	0	106	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	0	0	0	242	0	0	0	0	0	0	6	0	0	0	0	0	0	36	429	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	24	15	0	0	1	0	1	0	1	1	247	0	0	0	5	29	0	0	0	0
otu296	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	237	0	55	0	0	3	0	0	0	64	0	0	0	0	0	35	30	0	134	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0
otu297	38	1	2	0	10	35	2	0	63	0	54	255	521	0	1	2	2	20	3	2	2	50	60	0	1	5	0	36	76	4	30	3	1	21	11	0	0	0	2	94	0	1	0	2	7	0	69	0	12	3	62	0	0	4	230	0	4	0	209	23	1	197	0	26	0	94	16	0	66	1	3	7	16	0	4	120	185	18	53	0	164	15	266	0	80	30	0	0	206	0
otu298	489	7	0	0	51	50	1	0	0	1	27	25	0	18	60	0	3	21	27	2	23	0	43	0	0	37	0	0	98	132	29	60	0	0	51	3	11	0	89	0	0	16	203	0	0	0	19	0	1	65	0	3	23	264	24	22	47	0	0	3	0	102	0	1	0	82	21	0	113	75	19	0	19	43	17	37	12	0	74	147	0	16	0	41	2	21	272	1	0	19
otu299	0	0	0	0	49	832	0	290	0	0	66	60	0	1	0	1	1974	927	653	0	450	6	0	0	0	148	1	0	1	4	134	109	1	1	0	1	2	0	2	3	0	0	1	13	0	0	238	0	0	0	0	0	0	0	432	0	192	0	1	131	0	400	0	1	0	1	642	1	10	3	1572	1268	100	1	9	11	80	0	1	1	790	530	0	0	0	2	0	0	1	0
otu300	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	22	0	0	0	441	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	4334	0	1330	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu301	0	0	0	1	0	0	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	5	0	0	2	0	0	0	5	0	0	0	2697	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2	1	1	0
otu302	104	0	0	0	39	0	0	0	0	0	0	1	0	78	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	1	1	40	0	0	0	0	0	0	0	97	0	0	0	1	1	0
otu303	19	0	0	0	8	0	0	0	0	0	1	62	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	12	2	0	0	0	0	0	13	1	1	5	0	0	3	89	0	0	0	0	0	0	5	0	0	0	56	0	0	0	0	79	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	25	0	0	0	0	0	10	0	0	0	18	0	0	0	0
otu304	4	3	0	0	53	39	84	0	0	0	118	0	0	39	37	2	0	365	7	169	35	1	0	0	0	104	0	1	0	0	37	799	0	1	0	549	5	0	50	41	0	3	70	2	0	0	138	0	0	0	0	0	16	63	87	0	7	0	0	0	452	6	0	2	0	331	88	0	137	26	0	16	1	7	28	10	1	0	76	68	983	245	7	1	17	0	0	0	0	0
otu305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1129	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu306	0	0	0	2	1180	239	0	1	0	0	14	7	96	86	209	339	1096	0	1	0	1	9	0	0	0	0	0	0	0	6	0	141	0	18	4	10	5	0	4	0	0	0	1	0	0	0	0	0	0	0	10	0	0	52	16	0	16	0	0	0	0	1	0	0	0	14	27	0	0	29	0	0	0	9	0	33	9	0	0	35	259	7	0	0	2	0	0	2	0	0
otu307	0	518	714	1	0	75	180	0	0	23	259	1269	0	2	117	9	15	90	722	0	82	0	220	1	1	43	1292	171	153	11	0	349	0	1	0	53	63	0	238	143	1	331	167	0	0	0	51	0	0	0	0	587	0	113	303	0	134	0	0	0	241	1	0	777	0	0	388	1	3	182	339	458	176	1	4	619	85	1	0	0	430	1045	0	0	335	189	0	0	314	0
otu308	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu309	71	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	90	3	0	0	0	0	0	0	0	0	3	0	11	6	0	0	0	0	0	20	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	25	6	0	91	0	0	0	56	0	0	0	0	0	11	0	10	0	58	0	0	0	0	27	22	0	0	0	240	29	0	0	0	2	0	0	0	0
otu310	62	0	22	0	8	13	0	0	0	0	7	0	0	0	5	2	0	89	60	0	243	0	0	1	0	39	0	3	0	1	0	24	1	0	0	14	0	0	54	19	0	21	32	0	0	0	14	0	0	0	0	0	0	58	0	0	24	0	2	0	133	36	1	0	0	0	81	0	0	11	52	9	4	0	1	264	21	0	0	0	79	4	0	22	2	49	0	0	0	1
